# timestamp_ms interaction_rate
1696483129000 2.723590e+04
1696483139000 2.721639e+04
1696483149000 2.720131e+04
1696483159000 2.718710e+04
1696483169000 2.714299e+04
1696483179000 2.712082e+04
1696483189000 2.708253e+04
1696483199000 2.704344e+04
1696483209000 2.703315e+04
1696483219000 2.699604e+04
1696483229000 2.697334e+04
1696483239000 2.693370e+04
1696483249000 2.691104e+04
1696483259000 2.689578e+04
1696483269000 2.684824e+04
1696483279000 2.682149e+04
1696483289000 2.681725e+04
1696483299000 2.677312e+04
1696483309000 2.674546e+04
1696483319000 2.674248e+04
1696483329000 2.670825e+04
1696483339000 2.669101e+04
1696483349000 2.665111e+04
1696483359000 2.660892e+04
1696483369000 2.661135e+04
1696483379000 2.657359e+04
1696483389000 2.655432e+04
1696483399000 2.654795e+04
1696483409000 2.651865e+04
1696483419000 2.646958e+04
1696483429000 2.646583e+04
1696483439000 2.643514e+04
1696483449000 2.641020e+04
1696483459000 2.637577e+04
1696483469000 2.633946e+04
1696483479000 2.630933e+04
1696483489000 2.629892e+04
1696483499000 2.626870e+04
1696483509000 2.625469e+04
1696483519000 2.624254e+04
1696483529000 2.621251e+04
1696483539000 2.616751e+04
1696483549000 2.615680e+04
1696483559000 2.611899e+04
1696483569000 2.611181e+04
1696483579000 2.606005e+04
1696483589000 2.605611e+04
1696483599000 2.603041e+04
1696483609000 2.598155e+04
1696483619000 2.596849e+04
1696483629000 2.595737e+04
1696483639000 2.593978e+04
1696483649000 2.587676e+04
1696483659000 2.586746e+04
1696483669000 2.585462e+04
1696483679000 2.581657e+04
1696483689000 2.581697e+04
1696483699000 2.576448e+04
1696483709000 2.575477e+04
1696483719000 2.572316e+04
1696483729000 2.569860e+04
1696483739000 2.566524e+04
1696483749000 2.566798e+04
1696483759000 2.561551e+04
1696483769000 2.560360e+04
1696483779000 2.556195e+04
1696483789000 2.555743e+04
1696483799000 2.553750e+04
1696483809000 2.549587e+04
1696483819000 2.546129e+04
1696483829000 2.543041e+04
1696483839000 2.544179e+04
1696483849000 2.541524e+04
1696483859000 2.540403e+04
1696483869000 2.535898e+04
1696483879000 2.534321e+04
1696483889000 2.529719e+04
1696483899000 2.527212e+04
1696483909000 2.526492e+04
1696483919000 2.524768e+04
1696483929000 2.522090e+04
1696483939000 2.520131e+04
1696483949000 2.518570e+04
1696483959000 2.514405e+04
1696483969000 2.515092e+04
1696483979000 2.510532e+04
1696483989000 2.508296e+04
1696483999000 2.505059e+04
1696484009000 2.503365e+04
1696484019000 2.500452e+04
1696484029000 2.498533e+04
1696484039000 2.497171e+04
1696484049000 2.495022e+04
1696484059000 2.491170e+04
1696484069000 2.488330e+04
1696484079000 2.485946e+04
1696484089000 2.484457e+04
1696484099000 2.482179e+04
1696484109000 2.479314e+04
1696484119000 2.477145e+04
1696484129000 2.473945e+04
1696484139000 2.473925e+04
1696484149000 2.472967e+04
1696484159000 2.469529e+04
1696484169000 2.465220e+04
1696484179000 2.464412e+04
1696484189000 2.461929e+04
1696484199000 2.460954e+04
1696484209000 2.454191e+04
1696484219000 2.453044e+04
1696484229000 2.451040e+04
1696484239000 2.449438e+04
1696484249000 2.445802e+04
1696484259000 2.445773e+04
1696484269000 2.443916e+04
1696484279000 2.439704e+04
1696484289000 2.440023e+04
1696484299000 2.436332e+04
1696484309000 2.434339e+04
1696484319000 2.431968e+04
1696484329000 2.429834e+04
1696484339000 2.427061e+04
1696484349000 2.426216e+04
1696484359000 2.423413e+04
1696484369000 2.421154e+04
1696484379000 2.418818e+04
1696484389000 2.418085e+04
1696484399000 2.413877e+04
1696484409000 2.413713e+04
1696484419000 2.411045e+04
1696484429000 2.409258e+04
1696484439000 2.406693e+04
1696484449000 2.403879e+04
1696484459000 2.401555e+04
1696484469000 2.400908e+04
1696484479000 2.397976e+04
1696484489000 2.395801e+04
1696484499000 2.392983e+04
1696484509000 2.392106e+04
1696484519000 2.388792e+04
1696484529000 2.388221e+04
1696484539000 2.386013e+04
1696484549000 2.383545e+04
1696484559000 2.379245e+04
1696484569000 2.377053e+04
1696484579000 2.376558e+04
1696484589000 2.372158e+04
1696484599000 2.374488e+04
1696484609000 2.370405e+04
1696484619000 2.368971e+04
1696484629000 2.365386e+04
1696484639000 2.363831e+04
1696484649000 2.363194e+04
1696484659000 2.360908e+04
1696484669000 2.358663e+04
1696484679000 2.355053e+04
1696484689000 2.353923e+04
1696484699000 2.350881e+04
1696484709000 2.349515e+04
1696484719000 2.348316e+04
1696484729000 2.345169e+04
1696484739000 2.344080e+04
1696484749000 2.342095e+04
1696484759000 2.340736e+04
1696484769000 2.337938e+04
1696484779000 2.333061e+04
1696484789000 2.333158e+04
1696484799000 2.332968e+04
1696484809000 2.329117e+04
1696484819000 2.327317e+04
1696484829000 2.325369e+04
1696484839000 2.322326e+04
1696484849000 2.321529e+04
1696484859000 2.319500e+04
1696484869000 2.317095e+04
1696484879000 2.314137e+04
1696484889000 2.314776e+04
1696484899000 2.312263e+04
1696484909000 2.310765e+04
1696484919000 2.307722e+04
1696484929000 2.304793e+04
1696484939000 2.304470e+04
1696484949000 2.302478e+04
1696484959000 2.300291e+04
1696484969000 2.298524e+04
1696484979000 2.296010e+04
1696484989000 2.292748e+04
1696484999000 2.292788e+04
1696485009000 2.289054e+04
1696485019000 2.287033e+04
1696485029000 2.284908e+04
1696485039000 2.283099e+04
1696485049000 2.281669e+04
1696485059000 2.279405e+04
1696485069000 2.277014e+04
1696485079000 2.277435e+04
1696485089000 2.275244e+04
1696485099000 2.271971e+04
1696485109000 2.269429e+04
1696485119000 2.267909e+04
1696485129000 2.266037e+04
1696485139000 2.264874e+04
1696485149000 2.262166e+04
1696485159000 2.259359e+04
1696485169000 2.259123e+04
1696485179000 2.256220e+04
1696485189000 2.253265e+04
1696485199000 2.252034e+04
1696485209000 2.249783e+04
1696485219000 2.246401e+04
1696485229000 2.246398e+04
1696485239000 2.244835e+04
1696485249000 2.242370e+04
1696485259000 2.241811e+04
1696485269000 2.240786e+04
1696485279000 2.239627e+04
1696485289000 2.237310e+04
1696485299000 2.232833e+04
1696485309000 2.231656e+04
1696485319000 2.228418e+04
1696485329000 2.227755e+04
1696485339000 2.226156e+04
1696485349000 2.224115e+04
1696485359000 2.221635e+04
1696485369000 2.219127e+04
1696485379000 2.218862e+04
1696485389000 2.217013e+04
1696485399000 2.215004e+04
1696485409000 2.212782e+04
1696485419000 2.211902e+04
1696485429000 2.209082e+04
1696485439000 2.207547e+04
1696485449000 2.205208e+04
1696485459000 2.201846e+04
1696485469000 2.202167e+04
1696485479000 2.198132e+04
1696485489000 2.197723e+04
1696485499000 2.193594e+04
1696485509000 2.191699e+04
1696485519000 2.191647e+04
1696485529000 2.190185e+04
1696485539000 2.189250e+04
1696485549000 2.186103e+04
1696485559000 2.185373e+04
1696485569000 2.182268e+04
1696485579000 2.182606e+04
1696485589000 2.178568e+04
1696485599000 2.177599e+04
1696485609000 2.174858e+04
1696485619000 2.173440e+04
1696485629000 2.172353e+04
1696485639000 2.171245e+04
1696485649000 2.168810e+04
1696485659000 2.166753e+04
1696485669000 2.165502e+04
1696485679000 2.162970e+04
1696485689000 2.161777e+04
1696485699000 2.159545e+04
1696485709000 2.156926e+04
1696485719000 2.155679e+04
1696485729000 2.153638e+04
1696485739000 2.153925e+04
1696485749000 2.150745e+04
1696485759000 2.149527e+04
1696485769000 2.147115e+04
1696485779000 2.147214e+04
1696485789000 2.143196e+04
1696485799000 2.142231e+04
1696485809000 2.140034e+04
1696485819000 2.138552e+04
1696485829000 2.136378e+04
1696485839000 2.134179e+04
1696485849000 2.133391e+04
1696485859000 2.131699e+04
1696485869000 2.131644e+04
1696485879000 2.125292e+04
1696485889000 2.126659e+04
1696485899000 2.124268e+04
1696485909000 2.121535e+04
1696485919000 2.120526e+04
1696485929000 2.118267e+04
1696485938000 2.118267e+04
