# timestamp_ms interaction_rate
1697883508000 1.470871e+04
1697883518000 1.478028e+04
1697883528000 1.478357e+04
1697883538000 1.476986e+04
1697883548000 1.475383e+04
1697883558000 1.474076e+04
1697883568000 1.473608e+04
1697883578000 1.472265e+04
1697883588000 1.472106e+04
1697883598000 1.470705e+04
1697883608000 1.469190e+04
1697883618000 1.466427e+04
1697883628000 1.467347e+04
1697883638000 1.465561e+04
1697883648000 1.463400e+04
1697883658000 1.464763e+04
1697883668000 1.463449e+04
1697883678000 1.462675e+04
1697883688000 1.461801e+04
1697883698000 1.460104e+04
1697883708000 1.458641e+04
1697883718000 1.458374e+04
1697883728000 1.457608e+04
1697883738000 1.455330e+04
1697883748000 1.454413e+04
1697883758000 1.454822e+04
1697883768000 1.452572e+04
1697883778000 1.450831e+04
1697883788000 1.451724e+04
1697883798000 1.449264e+04
1697883808000 1.447466e+04
1697883818000 1.446792e+04
1697883828000 1.444949e+04
1697883838000 1.445417e+04
1697883848000 1.444474e+04
1697883858000 1.442628e+04
1697883868000 1.440121e+04
1697883878000 1.439333e+04
1697883888000 1.439137e+04
1697883898000 1.438182e+04
1697883908000 1.435947e+04
1697883918000 1.436081e+04
1697883928000 1.436139e+04
1697883938000 1.432589e+04
1697883948000 1.431475e+04
1697883958000 1.429058e+04
1697883968000 1.428361e+04
1697883978000 1.427448e+04
1697883988000 1.426364e+04
1697883998000 1.424708e+04
1697884008000 1.423594e+04
1697884018000 1.424116e+04
1697884028000 1.422686e+04
1697884038000 1.422081e+04
1697884048000 1.420424e+04
1697884058000 1.418810e+04
1697884068000 1.417161e+04
1697884078000 1.417410e+04
1697884088000 1.416838e+04
1697884098000 1.414923e+04
1697884108000 1.414032e+04
1697884118000 1.414496e+04
1697884128000 1.413132e+04
1697884138000 1.411738e+04
1697884148000 1.409370e+04
1697884158000 1.409378e+04
1697884168000 1.409004e+04
1697884178000 1.408204e+04
1697884188000 1.408300e+04
1697884198000 1.407058e+04
1697884208000 1.405491e+04
1697884218000 1.405483e+04
1697884228000 1.404553e+04
1697884238000 1.402202e+04
1697884248000 1.400988e+04
1697884258000 1.399996e+04
1697884268000 1.400234e+04
1697884278000 1.400054e+04
1697884288000 1.398044e+04
1697884298000 1.398202e+04
1697884308000 1.396114e+04
1697884318000 1.395433e+04
1697884328000 1.393173e+04
1697884338000 1.393381e+04
1697884348000 1.392882e+04
1697884358000 1.392027e+04
1697884368000 1.392825e+04
1697884378000 1.392084e+04
1697884388000 1.390910e+04
1697884398000 1.389560e+04
1697884408000 1.388156e+04
1697884418000 1.386610e+04
1697884428000 1.386439e+04
1697884438000 1.385777e+04
1697884448000 1.384682e+04
1697884458000 1.383510e+04
1697884468000 1.382669e+04
1697884478000 1.382003e+04
1697884488000 1.382498e+04
1697884498000 1.381449e+04
1697884508000 1.379675e+04
1697884518000 1.379054e+04
1697884528000 1.379910e+04
1697884538000 1.378013e+04
1697884548000 1.377255e+04
1697884558000 1.378549e+04
1697884568000 1.377951e+04
1697884578000 1.376151e+04
1697884588000 1.375389e+04
1697884598000 1.373977e+04
1697884608000 1.374557e+04
1697884618000 1.372865e+04
1697884628000 1.371829e+04
1697884638000 1.371982e+04
1697884648000 1.372688e+04
1697884658000 1.369731e+04
1697884668000 1.369310e+04
1697884678000 1.368859e+04
1697884688000 1.368856e+04
1697884698000 1.367036e+04
1697884708000 1.366269e+04
1697884718000 1.365609e+04
