# timestamp_ms interaction_rate
1697368818000 3.906873e+04
1697368828000 3.952125e+04
1697368838000 3.947746e+04
1697368848000 3.941261e+04
1697368858000 3.939538e+04
1697368868000 3.937149e+04
1697368878000 3.932499e+04
1697368888000 3.928272e+04
1697368898000 3.925794e+04
1697368908000 3.919690e+04
1697368918000 3.914073e+04
1697368928000 3.913740e+04
1697368938000 3.908339e+04
1697368948000 3.904312e+04
1697368958000 3.902958e+04
1697368968000 3.899880e+04
1697368978000 3.895614e+04
1697368988000 3.890236e+04
1697368998000 3.885938e+04
1697369008000 3.845668e+04
1697369012000 3.845668e+04
