# timestamp_ms interaction_rate
1697412063000 2.580840e+04
1697412073000 2.607082e+04
1697412083000 2.600075e+04
1697412093000 2.597074e+04
1697412103000 2.676870e+04
1697412113000 2.672127e+04
1697412123000 2.665902e+04
1697412133000 2.649972e+04
1697412143000 2.649097e+04
1697412153000 2.660760e+04
1697412163000 2.657984e+04
1697412173000 2.650817e+04
1697412183000 2.644836e+04
1697412193000 2.652956e+04
1697412203000 2.649041e+04
1697412213000 2.644053e+04
1697412223000 2.642675e+04
1697412233000 2.646748e+04
1697412243000 2.641347e+04
1697412253000 2.646094e+04
1697412263000 2.641341e+04
1697412273000 2.638686e+04
1697412283000 2.642487e+04
1697412293000 2.637524e+04
1697412303000 2.636056e+04
1697412313000 2.636956e+04
1697412323000 2.629427e+04
1697412333000 2.627438e+04
1697412343000 2.629378e+04
1697412353000 2.627517e+04
1697412363000 2.628432e+04
1697412373000 2.628058e+04
1697412383000 2.626894e+04
1697412393000 2.625542e+04
1697412403000 2.624774e+04
1697412413000 2.623095e+04
1697412423000 2.628487e+04
1697412433000 2.624775e+04
1697412443000 2.618846e+04
1697412453000 2.616158e+04
1697412463000 2.616757e+04
1697412473000 2.610805e+04
1697412483000 2.611731e+04
1697412493000 2.610006e+04
1697412503000 2.608152e+04
1697412513000 2.605208e+04
1697412523000 2.605563e+04
1697412533000 2.626301e+04
1697412543000 2.681815e+04
1697412553000 2.683221e+04
1697412563000 2.669187e+04
1697412573000 2.667733e+04
1697412583000 2.675409e+04
1697412593000 2.672447e+04
1697412603000 2.667819e+04
1697412613000 2.669261e+04
1697412623000 2.672313e+04
1697412633000 2.665008e+04
1697412643000 2.659235e+04
1697412653000 2.654266e+04
1697412663000 2.652388e+04
1697412673000 2.650612e+04
1697412683000 2.647666e+04
1697412693000 2.652516e+04
1697412703000 2.668588e+04
1697412713000 2.664386e+04
1697412723000 2.653986e+04
1697412733000 2.648935e+04
1697412743000 2.644743e+04
1697412753000 2.642457e+04
1697412763000 2.640906e+04
1697412773000 2.634912e+04
1697412783000 2.629551e+04
1697412793000 2.628192e+04
1697412803000 2.617190e+04
1697412813000 2.618215e+04
1697412823000 2.620838e+04
1697412833000 2.622641e+04
1697412839000 1.318542e+04
