# timestamp_ms interaction_rate
1698445295000 8.400552e+03
1698445305000 8.515934e+03
1698445315000 8.517143e+03
1698445325000 8.500234e+03
1698445335000 8.503339e+03
1698445345000 8.499539e+03
1698445355000 8.492808e+03
1698445365000 8.490281e+03
1698445375000 8.469554e+03
1698445385000 8.472616e+03
1698445395000 8.484342e+03
1698445405000 8.471480e+03
1698445415000 8.477406e+03
1698445425000 8.457123e+03
1698445435000 8.450634e+03
1698445445000 8.445835e+03
1698445455000 8.444176e+03
1698445465000 8.436462e+03
1698445475000 8.441936e+03
1698445485000 8.428382e+03
1698445495000 8.430098e+03
1698445505000 8.422727e+03
1698445515000 8.422505e+03
1698445525000 8.419005e+03
1698445535000 8.402629e+03
1698445545000 8.415558e+03
1698445555000 8.396137e+03
1698445565000 8.409615e+03
1698445575000 8.394524e+03
1698445585000 8.398046e+03
1698445595000 8.396836e+03
1698445605000 8.387770e+03
1698445615000 8.379460e+03
1698445625000 8.377677e+03
1698445635000 8.371494e+03
1698445645000 8.361379e+03
1698445655000 8.364393e+03
1698445665000 8.354536e+03
1698445675000 8.367353e+03
1698445685000 8.352480e+03
1698445695000 8.343678e+03
1698445705000 8.331785e+03
1698445715000 8.335907e+03
1698445725000 8.329358e+03
1698445735000 8.336290e+03
1698445745000 8.329155e+03
1698445755000 8.320018e+03
1698445765000 8.321275e+03
1698445775000 8.312048e+03
1698445785000 8.305024e+03
1698445795000 8.313245e+03
1698445805000 8.299229e+03
1698445815000 8.298336e+03
1698445825000 8.288311e+03
1698445835000 8.287424e+03
1698445845000 8.285486e+03
1698445855000 8.285221e+03
1698445865000 8.286802e+03
1698445875000 8.277402e+03
1698445885000 8.278647e+03
1698445895000 8.261093e+03
1698445905000 8.268864e+03
1698445915000 8.270303e+03
1698445925000 8.263480e+03
1698445935000 8.254908e+03
1698445945000 8.258532e+03
1698445955000 8.259174e+03
1698445965000 8.248341e+03
1698445975000 8.252760e+03
1698445985000 8.245158e+03
1698445995000 8.237362e+03
1698446005000 8.239349e+03
1698446015000 8.243300e+03
1698446025000 8.228960e+03
1698446035000 8.231689e+03
1698446045000 8.229616e+03
1698446055000 8.226195e+03
1698446065000 8.209491e+03
1698446075000 8.221023e+03
1698446085000 8.203745e+03
1698446095000 8.208809e+03
1698446105000 8.202515e+03
1698446115000 8.200833e+03
1698446125000 8.190758e+03
1698446135000 8.194788e+03
1698446145000 8.178901e+03
1698446155000 8.187496e+03
1698446165000 8.181985e+03
1698446175000 8.184127e+03
1698446185000 8.182683e+03
1698446195000 8.160981e+03
1698446205000 8.166488e+03
1698446215000 8.166763e+03
1698446225000 8.152655e+03
1698446235000 8.148049e+03
1698446245000 8.145097e+03
1698446255000 8.135789e+03
1698446265000 8.145264e+03
1698446275000 8.132365e+03
1698446285000 8.126774e+03
1698446295000 8.127593e+03
1698446305000 8.125646e+03
1698446315000 8.115149e+03
1698446325000 8.111549e+03
1698446335000 8.113304e+03
1698446345000 8.104524e+03
1698446355000 8.111594e+03
1698446365000 8.092846e+03
1698446375000 8.086780e+03
1698446385000 8.094411e+03
1698446395000 8.088586e+03
1698446405000 8.079380e+03
1698446415000 8.082333e+03
1698446425000 8.080374e+03
1698446435000 8.074135e+03
1698446445000 8.076587e+03
1698446455000 8.073985e+03
1698446465000 8.060239e+03
1698446475000 8.056732e+03
1698446485000 8.054698e+03
1698446495000 8.049424e+03
1698446505000 8.050764e+03
1698446515000 8.054874e+03
1698446525000 8.044866e+03
1698446535000 8.040737e+03
1698446545000 8.035195e+03
1698446555000 8.035342e+03
1698446565000 8.036389e+03
1698446575000 8.019259e+03
1698446585000 8.015157e+03
1698446595000 8.016471e+03
1698446605000 8.016463e+03
1698446615000 8.010296e+03
1698446625000 8.007877e+03
1698446635000 7.988039e+03
1698446645000 7.995156e+03
1698446655000 7.983584e+03
1698446665000 7.994916e+03
1698446675000 7.988433e+03
1698446685000 7.987102e+03
1698446695000 7.976345e+03
1698446705000 7.970716e+03
1698446715000 7.968721e+03
1698446725000 7.963538e+03
1698446735000 7.955442e+03
1698446745000 7.963258e+03
1698446755000 7.962732e+03
1698446765000 7.946524e+03
1698446775000 7.945549e+03
1698446785000 7.949941e+03
1698446795000 7.942319e+03
1698446805000 7.930730e+03
1698446815000 7.931132e+03
1698446825000 7.922711e+03
1698446835000 7.930989e+03
1698446845000 7.923996e+03
1698446855000 7.922033e+03
1698446865000 7.921940e+03
1698446875000 7.922972e+03
1698446885000 7.914931e+03
1698446895000 7.904544e+03
1698446905000 7.895536e+03
1698446915000 7.893525e+03
1698446925000 7.893101e+03
1698446935000 7.896198e+03
1698446945000 7.888329e+03
1698446955000 7.887041e+03
1698446965000 7.888713e+03
1698446975000 7.878804e+03
1698446985000 7.868419e+03
1698446995000 7.868717e+03
1698447005000 7.862669e+03
1698447015000 7.875740e+03
1698447025000 7.855177e+03
