# timestamp_ms interaction_rate
1697777682000 2.523589e+04
1697777692000 2.555767e+04
1697777702000 2.551623e+04
1697777712000 2.550223e+04
1697777722000 2.547184e+04
1697777732000 2.545547e+04
1697777742000 2.542837e+04
1697777752000 2.541197e+04
1697777762000 2.537923e+04
1697777772000 2.536234e+04
1697777782000 2.532627e+04
1697777792000 2.531595e+04
1697777802000 2.531514e+04
1697777812000 2.529097e+04
1697777822000 2.530697e+04
1697777832000 2.526764e+04
1697777842000 2.524549e+04
1697777852000 2.521015e+04
1697777862000 2.521653e+04
1697777872000 2.517667e+04
1697777882000 2.514297e+04
1697777892000 2.511961e+04
1697777902000 2.510663e+04
1697777912000 2.506977e+04
1697777922000 2.503770e+04
1697777932000 2.502414e+04
1697777942000 2.499415e+04
1697777952000 2.498038e+04
1697777962000 2.497081e+04
1697777972000 2.494529e+04
1697777982000 2.493225e+04
1697777992000 2.491112e+04
1697778002000 2.488401e+04
1697778012000 2.488374e+04
1697778022000 2.483601e+04
1697778032000 2.482422e+04
1697778042000 2.481305e+04
1697778052000 2.480507e+04
1697778062000 2.474583e+04
1697778072000 2.473770e+04
1697778082000 2.473266e+04
1697778092000 2.473197e+04
1697778102000 2.469952e+04
1697778112000 2.465560e+04
1697778122000 2.462928e+04
1697778132000 2.460597e+04
1697778142000 2.458960e+04
1697778152000 2.458635e+04
1697778162000 2.455186e+04
1697778172000 2.452547e+04
1697778182000 2.452994e+04
1697778192000 2.449523e+04
1697778202000 2.446810e+04
1697778212000 2.445786e+04
1697778222000 2.445196e+04
1697778232000 2.443366e+04
1697778242000 2.438895e+04
1697778252000 2.437855e+04
1697778262000 2.436966e+04
1697778272000 2.433554e+04
1697778282000 2.433024e+04
1697778292000 2.430133e+04
1697778302000 2.428310e+04
1697778312000 2.424485e+04
1697778322000 2.424894e+04
1697778332000 2.430205e+04
1697778342000 2.427191e+04
1697778352000 2.425633e+04
1697778362000 2.421899e+04
1697778372000 2.419984e+04
1697778382000 2.418367e+04
1697778392000 2.416729e+04
1697778402000 2.414231e+04
1697778412000 2.411273e+04
1697778422000 2.411867e+04
1697778432000 2.408268e+04
1697778442000 2.405054e+04
1697778452000 2.404661e+04
1697778462000 2.401630e+04
1697778472000 2.401038e+04
1697778482000 2.399054e+04
1697778492000 2.397294e+04
1697778502000 2.394807e+04
1697778512000 2.390934e+04
1697778522000 2.389906e+04
1697778532000 2.387519e+04
1697778542000 2.386393e+04
1697778552000 2.382777e+04
1697778562000 2.381774e+04
1697778572000 2.377947e+04
1697778582000 2.378088e+04
1697778592000 2.374238e+04
1697778602000 2.374170e+04
1697778612000 2.370607e+04
1697778622000 2.369356e+04
1697778632000 2.366864e+04
1697778642000 2.365867e+04
1697778652000 2.364174e+04
1697778662000 2.362996e+04
1697778672000 2.358555e+04
1697778682000 2.357896e+04
1697778692000 2.356626e+04
1697778702000 2.351641e+04
1697778712000 2.353436e+04
1697778722000 2.350444e+04
1697778732000 2.348761e+04
1697778742000 2.346194e+04
1697778752000 2.344045e+04
1697778762000 2.342540e+04
1697778772000 2.339719e+04
1697778782000 2.339556e+04
1697778792000 2.336766e+04
1697778802000 2.334340e+04
1697778812000 2.333412e+04
1697778822000 2.331845e+04
1697778832000 2.328530e+04
1697778842000 2.328334e+04
1697778852000 2.326081e+04
1697778862000 2.323375e+04
1697778872000 2.322596e+04
1697778882000 2.319754e+04
1697778892000 2.317955e+04
1697778902000 2.317488e+04
1697778912000 2.315939e+04
1697778922000 2.313676e+04
1697778932000 2.312359e+04
1697778942000 2.309916e+04
1697778952000 2.309909e+04
1697778962000 2.308253e+04
1697778972000 2.304641e+04
1697778982000 2.304027e+04
1697778992000 2.303223e+04
1697779002000 2.301782e+04
1697779012000 2.300545e+04
1697779022000 2.297681e+04
1697779032000 2.296359e+04
1697779042000 2.295031e+04
1697779052000 2.292611e+04
1697779062000 2.290273e+04
1697779072000 2.289594e+04
1697779082000 2.287500e+04
1697779092000 2.287018e+04
1697779102000 2.285632e+04
1697779112000 2.286674e+04
1697779122000 2.282571e+04
1697779132000 2.280815e+04
1697779142000 2.279857e+04
1697779152000 2.278354e+04
1697779162000 2.276641e+04
1697779172000 2.275517e+04
1697779182000 2.271941e+04
1697779192000 2.270956e+04
1697779202000 2.269208e+04
1697779212000 2.267955e+04
1697779222000 2.264867e+04
1697779232000 2.263052e+04
1697779242000 2.262086e+04
1697779252000 2.259707e+04
1697779262000 2.255615e+04
1697779272000 2.256150e+04
1697779282000 2.253725e+04
1697779292000 2.252561e+04
1697779302000 2.249689e+04
1697779312000 2.250091e+04
1697779322000 2.246005e+04
1697779332000 2.245077e+04
1697779342000 2.242261e+04
1697779352000 2.241772e+04
1697779362000 2.238733e+04
1697779372000 2.239343e+04
1697779382000 2.234595e+04
1697779392000 2.234128e+04
1697779402000 2.231875e+04
1697779412000 2.230741e+04
1697779422000 2.226780e+04
1697779432000 2.225343e+04
1697779442000 2.225703e+04
1697779452000 2.223218e+04
1697779462000 2.221713e+04
1697779472000 2.217460e+04
1697779482000 2.217746e+04
1697779492000 2.214003e+04
1697779502000 2.214835e+04
1697779512000 2.212829e+04
1697779522000 2.210734e+04
1697779532000 2.207485e+04
1697779542000 2.205890e+04
1697779552000 2.205264e+04
1697779562000 2.202761e+04
1697779572000 2.201610e+04
1697779582000 2.199775e+04
1697779592000 2.197861e+04
1697779602000 2.195331e+04
1697779612000 2.193529e+04
1697779622000 2.191581e+04
1697779632000 2.189720e+04
1697779642000 2.190038e+04
1697779652000 2.186125e+04
1697779662000 2.185756e+04
1697779672000 2.185544e+04
1697779682000 2.181787e+04
1697779692000 2.181083e+04
1697779702000 2.179573e+04
1697779712000 2.177994e+04
1697779722000 2.174974e+04
1697779732000 2.174031e+04
1697779742000 2.172122e+04
1697779752000 2.170620e+04
1697779762000 2.169509e+04
1697779772000 2.168077e+04
1697779782000 2.167503e+04
1697779792000 2.164000e+04
1697779802000 2.163710e+04
1697779812000 2.160989e+04
1697779822000 2.160900e+04
1697779832000 2.158522e+04
1697779842000 2.156927e+04
1697779852000 2.155915e+04
1697779862000 2.155034e+04
1697779872000 2.154036e+04
1697779882000 2.151468e+04
1697779892000 2.149822e+04
1697779902000 2.147759e+04
1697779912000 2.147535e+04
1697779922000 2.144778e+04
1697779932000 2.143575e+04
1697779942000 2.143605e+04
1697779952000 2.139210e+04
1697779962000 2.138051e+04
1697779972000 2.137515e+04
1697779982000 2.136725e+04
1697779992000 2.135097e+04
1697780002000 2.133336e+04
1697780012000 2.132519e+04
1697780022000 2.129763e+04
1697780032000 2.130868e+04
1697780042000 2.126744e+04
1697780052000 2.126105e+04
1697780062000 2.124978e+04
1697780072000 2.124052e+04
1697780082000 2.123215e+04
1697780092000 2.123396e+04
1697780102000 2.117346e+04
1697780112000 2.119444e+04
1697780122000 2.117112e+04
1697780132000 2.113543e+04
1697780142000 2.114413e+04
1697780152000 2.111423e+04
1697780162000 2.110191e+04
1697780172000 2.109768e+04
1697780182000 2.106091e+04
1697780192000 2.106151e+04
1697780202000 2.104579e+04
1697780212000 2.104032e+04
1697780222000 2.103404e+04
1697780232000 2.101379e+04
1697780242000 2.100155e+04
1697780252000 2.097374e+04
1697780262000 2.095920e+04
1697780272000 2.093982e+04
1697780282000 2.094696e+04
1697780292000 2.092304e+04
1697780302000 2.090595e+04
1697780312000 2.088629e+04
1697780322000 2.087682e+04
1697780332000 2.085797e+04
1697780342000 2.085154e+04
1697780352000 2.081873e+04
1697780362000 2.081714e+04
1697780372000 2.081266e+04
1697780382000 2.076933e+04
1697780392000 2.076787e+04
1697780402000 2.075840e+04
1697780412000 2.073143e+04
1697780422000 2.073904e+04
1697780432000 2.072068e+04
1697780442000 2.070059e+04
1697780452000 2.068343e+04
1697780462000 2.068518e+04
1697780472000 2.066475e+04
1697780482000 2.064606e+04
1697780492000 2.063685e+04
1697780502000 2.060425e+04
1697780512000 2.061712e+04
1697780522000 2.059272e+04
1697780532000 2.058120e+04
1697780542000 2.037411e+04
1697780550000 2.037411e+04
